token,symbol,crossing_time,confirmation_time,confirmation_mcap_usd,buyers_30,buy_count_30,signed_imbalance_30,sell_pressure_30,entry_time_causal,entry_price_causal,h900_snapshot_return,h900_mfe_return,h900_mae_return,h3600_snapshot_return,h3600_snapshot_kind,h3600_snapshot_age_seconds,h3600_strict_return,h21600_snapshot_return,h86400_snapshot_return,post_sell_pressure,graduated,graduate_time,failure_tags,is_failure_1h_snapshot,is_failure_1h_executable
0xc5ebc3105f407ce0d608c1da71d90b9c18ec4444,yy,1786935623.0,1786935653.0,56807.93329214107,5,5,0.9998699087645117,6.504561774413914e-05,1786935656.0,7.737708336235622e-08,-0.06967353710001212,-0.0581471878142249,-0.06967353710001212,-0.9289069684702229,carry_forward,359.0,,-0.9292184403791611,-0.9242861956246945,0.9568518551757988,False,,"negative_1h_snapshot,no_executable_1h_exit,post_confirmation_sell_wave,stale_1h_snapshot",True,False
0x0e0a8a58c26a3eb02a5f7f76875edf4266c04444,币股人生,1788859330.0,1788859360.0,29305782.488799777,20,20,1.0,0.0,1788859363.0,3.9916889124861785e-05,-0.9095344341693027,0.12509082896774504,-0.9095356841823519,-0.9095344341693027,carry_forward,3400.0,,-0.9095344341693027,-0.9096268113143257,0.8916846766193148,False,,"early_adverse_move,negative_1h_snapshot,no_executable_1h_exit,post_confirmation_sell_wave,pump_then_reversal,stale_1h_snapshot",True,False
0x5585182012930b1d772101f069ab0cb28ea64444,MarsFarm,1788768502.0,1788768532.0,29177765.217838716,79,79,1.0,0.0,1788768535.0,3.9742519059398666e-05,0.010678370302239726,0.010678370302239726,-0.053477373731377176,-0.907508497734555,carry_forward,1839.0,,-0.907508497734555,-0.9075239944942393,0.0,False,,"negative_1h_snapshot,no_executable_1h_exit,stale_1h_snapshot",True,False
0x5ac21ac0d3eaf1dfa062b2e77d5d4ceba06a4444,X Numbers,1788960801.0,1788960831.0,28582899.439372897,167,167,1.0,0.0,1788960834.0,3.8932262881039676e-05,-0.9065711222816705,0.0098872550913649,-0.9065711222816705,-0.9070181863283622,carry_forward,1383.0,,-0.9070181863283622,-0.9074247889043197,0.0,False,,"early_adverse_move,negative_1h_snapshot,no_executable_1h_exit,stale_1h_snapshot",True,False
0x908e1fc0c22a4ca640c411ba1418a01b4a0c4444,BNB SEASON 🔶,1788625027.0,1788625057.0,28381440.73340132,33,34,0.9983001885946653,0.0008499057026673456,1788625060.0,3.865785953307998e-05,-0.9065822318100312,0.008428009401904024,-0.9065822318100312,-0.9065822318100312,carry_forward,1445.0,,-0.9065822318100312,-0.9065822318100312,0.303193617456747,False,,"early_adverse_move,negative_1h_snapshot,no_executable_1h_exit,stale_1h_snapshot",True,False
0x99fb113364f31b10ff869dc2cf4c91b971094444,Z Bull,1787280128.0,1787280158.0,28149887.07565322,11,11,0.9627747762996329,0.01861261185018348,1787280161.0,3.834246438243625e-05,-0.9059404964118427,0.01731365336442159,-0.9059404964118427,-0.9059404964118427,carry_forward,3183.0,,-0.9059404964118427,-0.9059404964118427,0.1925049228850226,False,,"early_adverse_move,negative_1h_snapshot,no_executable_1h_exit,stale_1h_snapshot",True,False
0xef7f8074338717f2cc5f6ea3fba66e0ab9d94444,LAPTOP,1788947533.0,1788947563.0,28201149.261268288,156,156,1.0,0.0,1788947566.0,3.84122877007618e-05,0.03457466993903968,0.03457466993903968,-0.05824079784861047,-0.9051492729289837,carry_forward,1241.0,,-0.9056053349263093,-0.9056053349263093,0.015478656929071728,False,,"negative_1h_snapshot,no_executable_1h_exit,stale_1h_snapshot",True,False
0xff829c799454fdad80e81c230999145d14d64444,Z 踏牛来,1787144089.0,1787144119.0,27255948.704196576,130,130,0.9998915912453791,5.4204377310578856e-05,1787144122.0,3.712484670334742e-05,0.07218114861776104,0.07218114861776104,-0.05874436715641618,-0.9006554813869023,carry_forward,29.0,,-0.9007485128112623,-0.9010301895783038,0.17236520410644288,False,,"negative_1h_snapshot,no_executable_1h_exit",True,False
0x1580bd018e2412bf612063de8b634801b9924444,牛来人生,1788876273.0,1788876303.0,26096988.55497784,284,284,0.9982644094907781,0.0008677952546109056,1788876306.0,3.554624753800597e-05,-0.01619425193128654,-0.01619425193128654,-0.05713613187106714,-0.8985597374218104,carry_forward,1346.0,,-0.8985597374218104,-0.8985597374218104,0.01075225090847627,False,,"negative_1h_snapshot,no_executable_1h_exit,stale_1h_snapshot",True,False
0xf2bb3c21a72ea1cd951e85d5f6a2c65efbc44444,神牛,1788588360.0,1788588390.0,26305530.89381579,286,286,1.0,0.0,1788588393.0,3.583029937727746e-05,-0.8983358472731465,-0.021023285157947047,-0.8983846685959618,-0.8984624122667016,carry_forward,1075.0,,-0.8984624122667016,-0.8984997260574414,0.029182400224541032,False,,"early_adverse_move,negative_1h_snapshot,no_executable_1h_exit,stale_1h_snapshot",True,False
0x76c6f456edf0737ae4ffea1781e86e5e895e4444,景甜币,1787878740.0,1787878770.0,26204873.636948295,61,111,1.0,0.0,1787878773.0,3.569319590414794e-05,0.2570521044145362,0.2570521044145362,-0.05823040168675864,-0.8983028845572759,carry_forward,1658.0,,-0.8985491769790906,-0.898534857080185,0.0,False,,"negative_1h_snapshot,no_executable_1h_exit,pump_then_reversal,stale_1h_snapshot",True,False
0x2be8c818d30af32a7338965de58c9c8996af4444,BINANCE MARGE🔶,1789051897.0,1789051927.0,26286305.05025764,287,287,1.0,0.0,1789051930.0,3.5804112195074227e-05,-0.8968007392904866,-0.024501812509400756,-0.8981188300986724,-0.897771840428474,carry_forward,2562.0,,-0.897771840428474,-0.8987713108648505,0.49172809433619635,False,,"early_adverse_move,negative_1h_snapshot,no_executable_1h_exit,stale_1h_snapshot",True,False
0xe8c17ca8637c2140e78681b19be110475b2a4444,景甜人生,1787850739.0,1787850769.0,26180757.776630674,60,60,1.0,0.0,1787850772.0,3.56603481164181e-05,0.09118111794837236,0.09118111794837236,-0.05822997862035151,-0.8971621294125186,carry_forward,1528.0,,-0.8969345889524908,-0.8966599072975253,0.0,False,,"negative_1h_snapshot,no_executable_1h_exit,stale_1h_snapshot",True,False
0x41a17972070d4ea28ebd37aa883517d41da34444,Laptop Coin,1788945457.0,1788945487.0,27138011.66046032,92,92,1.0,0.0,1788945490.0,3.69642067374863e-05,0.0026172852496415544,0.0026172852496415544,-0.058240976026211144,-0.8970663991306799,carry_forward,165.0,,-0.8993315511203257,-0.9000580190508265,0.03518505331727962,False,,"negative_1h_snapshot,no_executable_1h_exit,stale_1h_snapshot",True,False
